1538092800,0.3,0.302,0.08215,0.084,3529536.4586280505,973
1538179200,0.083999,0.094,0.080924,0.084969,2436480.0995998806,516
1538265600,0.0845,0.091849,0.0832,0.085512,1576881.3922694202,390
1538352000,0.0855,0.089969,0.081956,0.084921,2334574.9245158695,542
1538438400,0.084781,0.085138,0.081,0.081271,1544839.9543343007,433
1538524800,0.0822,0.08788,0.073,0.079699,1700179.32521524,442
1538611200,0.080449,0.09,0.0803,0.081665,2283138.07045361,609
1538697600,0.081247,0.084378,0.080024,0.083434,1097331.9760855697,298
1538784000,0.082929,0.083538,0.080403,0.08085,1000543.8562540608,258
1538870400,0.081288,0.0872,0.0802,0.08462,1162986.5254551796,265
1538956800,0.084695,0.088849,0.0805,0.086797,1997133.5375727923,453
1539043200,0.0868,0.087597,0.0841,0.086164,1217168.5655152504,218
1539129600,0.086339,0.08634,0.082763,0.08454,1508587.8446968598,292
1539216000,0.084478,0.084478,0.069,0.069801,5577459.600699145,1233
1539302400,0.069363,0.075635,0.068501,0.072493,1585987.448979739,420
1539388800,0.07175,0.074027,0.071409,0.072321,916719.1191162996,175
1539475200,0.072134,0.07331,0.066,0.07015,962108.5699039595,248
1539561600,0.069655,0.077,0.0685,0.073273,5261753.087031796,1118
1539648000,0.072901,0.08199,0.072644,0.074699,1695675.318573329,288
1539734400,0.074698,0.078998,0.07402,0.076399,2156622.3366952483,423
1539820800,0.076699,0.0773,0.0725,0.074484,1599729.7877092815,342
1539907200,0.074,0.0756,0.073116,0.075185,1181123.78176985,271
1539993600,0.07511,0.077499,0.074,0.07585,1792644.1443354618,317
1540080000,0.076165,0.076771,0.07535,0.07535,602414.2173992898,140
1540166400,0.075122,0.076075,0.074459,0.075237,453744.5300507596,249
1540252800,0.075237,0.077449,0.07,0.0741,1792176.1900412398,434
1540339200,0.07426,0.076999,0.0734,0.0734,850553.3779004002,201
1540425600,0.073815,0.073871,0.072699,0.0734,407334.13518192,126
1540512000,0.0734,0.073767,0.071948,0.07322,769190.2037830899,243
1540598400,0.073481,0.073481,0.072404,0.072796,404165.7589704599,115
1540684800,0.0727,0.072956,0.072101,0.0726,310020.3433952401,92
1540771200,0.072807,0.073143,0.068001,0.069399,2474534.117304287,513
1540857600,0.06959,0.077,0.068794,0.0697,1539960.7420564005,291
1540944000,0.0697,0.070491,0.068,0.069731,1047675.0763803698,283
1541030400,0.069638,0.071041,0.0692,0.070765,602823.1729555501,168
